Age,Gender,City_Size,Marital_Status,Children,Country_of_Origin,Occupation,Education,Income,Hobbies,Personality_Type,Event_Preference
57,Male,Medium,Single,No,Germany,Chef,Secondary,2866,"Art, Gaming, Dancing",Ambivert,Entertainment
29,Male,Large,Single,No,Brazil,Developer,Bachelor,3765,"Gaming, Reading, Cooking",Introvert,Educational
19,Male,Medium,Married,No,India,Engineer,Secondary,4002,"Sports, Art, Traveling, Music",Introvert,Entertainment
20,Male,Small,Married,Yes,Nigeria,Doctor,Bachelor,3024,"Photography, Gardening, Cooking, Dancing",Ambivert,Entertainment
35,Male,Large,Married,No,Germany,Sales,Secondary,3297,"Gardening, Gaming",Introvert,Educational
63,Male,Large,Divorced,No,Nigeria,Student,Master,2262,"Photography, Traveling",Ambivert,Educational
20,Male,Medium,Single,No,Nigeria,Engineer,Secondary,2167,"Dancing, Photography, Music",Extrovert,Entertainment
35,Male,Small,Married,No,Spain,Unemployed,Bachelor,4123,"Traveling, Photography, Art",Introvert,Educational
23,Female,Small,Married,No,France,Engineer,Secondary,3734,"Dancing, Traveling, Cooking, Reading",Ambivert,Educational
62,Male,Medium,Married,No,Spain,Sales,Master,3746,"Traveling, Gaming, Cooking",Ambivert,Educational
50,Male,Medium,Single,No,Canada,Teacher,Secondary,3537,"Gaming, Gardening, Art",Introvert,Educational
54,Male,Medium,Single,No,United States,Manager,Bachelor,3255,"Art, Reading",Ambivert,Educational
52,Female,Medium,Single,Yes,Germany,Student,Secondary,4036,"Music, Art, Photography, Reading",Introvert,Educational
49,Male,Medium,Married,No,Nigeria,Teacher,Master,4322,"Gaming, Art, Music, Gardening",Extrovert,Entertainment
55,Female,Small,Married,No,Japan,Designer,Secondary,4293,"Music, Gardening, Art, Gaming",Ambivert,Entertainment
18,Female,Small,Single,Yes,Canada,Artist,Bachelor,3079,"Gardening, Dancing, Cooking, Reading",Introvert,Educational
59,Female,Small,Married,Yes,Nigeria,Designer,Secondary,4864,"Gardening, Photography, Traveling",Extrovert,Entertainment
53,Female,Large,Married,Yes,Canada,Engineer,Secondary,3474,"Photography, Music",Ambivert,Educational
53,Male,Medium,Divorced,No,Germany,Artist,Secondary,3959,"Dancing, Photography, Traveling",Introvert,Entertainment
36,Male,Large,Married,Yes,Germany,Student,Bachelor,3539,"Dancing, Traveling",Ambivert,Entertainment
56,Male,Medium,Married,No,Spain,Designer,Primary,3496,"Sports, Art, Gaming",Ambivert,Educational
36,Male,Large,Married,Yes,France,Student,PhD,2317,"Gardening, Reading, Music, Sports",Ambivert,Educational
20,Female,Medium,Married,Yes,Brazil,Designer,Bachelor,4042,"Art, Traveling, Photography",Ambivert,Educational
61,Male,Large,Single,No,Brazil,Teacher,Bachelor,6614,"Traveling, Art, Sports",Extrovert,Educational
29,Female,Large,Single,Yes,Japan,Sales,Secondary,2750,"Dancing, Gardening, Gaming",Extrovert,Entertainment
22,Male,Medium,Widowed,Yes,India,Unemployed,Secondary,3285,"Art, Music, Sports, Traveling",Introvert,Entertainment
47,Female,Small,Married,No,Nigeria,Designer,Master,2665,"Gaming, Photography, Art, Reading",Extrovert,Educational
29,Male,Medium,Married,No,Brazil,Sales,Master,2614,"Dancing, Traveling",Introvert,Entertainment
59,Male,Small,Married,Yes,Germany,Unemployed,Bachelor,5053,"Gardening, Reading, Gaming",Extrovert,Educational
39,Male,Small,Married,No,United States,Doctor,Master,2392,"Photography, Art, Reading, Music",Introvert,Educational
18,Male,Medium,Single,No,Nigeria,Student,Secondary,2631,"Cooking, Gardening, Photography",Introvert,Educational
63,Male,Large,Single,No,Nigeria,Doctor,Master,1295,"Gaming, Photography, Gardening",Ambivert,Educational
42,Female,Small,Single,Yes,Canada,Student,Bachelor,2291,"Traveling, Reading, Cooking, Photography",Introvert,Educational
30,Male,Small,Single,Yes,Brazil,Chef,Master,1150,"Reading, Traveling",Extrovert,Educational
50,Female,Large,Single,No,India,Sales,Bachelor,3958,"Art, Music, Reading, Gardening",Introvert,Entertainment
43,Female,Small,Married,Yes,United States,Sales,Secondary,6560,"Dancing, Sports, Traveling, Gardening",Ambivert,Entertainment
19,Male,Small,Single,Yes,Spain,Engineer,Bachelor,2760,"Cooking, Reading, Photography, Dancing",Extrovert,Entertainment
54,Female,Medium,Married,No,India,Artist,PhD,1200,"Music, Dancing, Cooking, Photography",Ambivert,Entertainment
37,Female,Large,Divorced,No,Spain,Teacher,Primary,4280,"Photography, Gaming",Ambivert,Educational
51,Female,Medium,Single,No,Japan,Designer,Bachelor,2328,"Dancing, Art, Sports, Photography",Extrovert,Entertainment
60,Male,Medium,Married,Yes,Canada,Teacher,Bachelor,4759,"Gardening, Cooking, Sports, Gaming",Introvert,Educational
47,Male,Medium,Married,No,Spain,Chef,Secondary,2862,"Art, Cooking, Music, Traveling",Ambivert,Entertainment
50,Female,Small,Divorced,No,India,Artist,Secondary,2442,"Cooking, Gardening, Art",Introvert,Educational
30,Male,Large,Married,No,Nigeria,Unemployed,Bachelor,2986,"Sports, Gaming, Dancing",Introvert,Entertainment
29,Female,Large,Single,No,Japan,Artist,Master,4109,"Gaming, Art, Traveling",Introvert,Entertainment
37,Female,Medium,Single,No,Japan,Chef,Bachelor,2927,"Traveling, Sports, Cooking, Gaming",Ambivert,Educational
58,Female,Small,Divorced,Yes,Canada,Designer,Master,2604,"Sports, Dancing, Reading, Photography",Introvert,Educational
43,Female,Small,Single,No,India,Student,Secondary,2961,"Gardening, Music, Art, Cooking",Ambivert,Entertainment
34,Male,Small,Married,Yes,Spain,Sales,Secondary,1674,"Reading, Gaming, Traveling, Music",Ambivert,Educational
55,Female,Small,Single,Yes,India,Artist,Secondary,3676,"Art, Cooking, Dancing, Gaming",Ambivert,Entertainment
58,Female,Small,Married,Yes,India,Designer,Bachelor,1056,"Sports, Gaming",Ambivert,Educational
61,Male,Large,Married,No,Germany,Engineer,Bachelor,2667,"Traveling, Sports, Photography",Introvert,Educational
32,Female,Small,Single,Yes,Japan,Student,Secondary,4111,"Photography, Sports",Extrovert,Entertainment
52,Male,Medium,Single,Yes,Nigeria,Designer,Bachelor,3564,"Gaming, Music, Reading, Cooking",Ambivert,Educational
46,Male,Medium,Single,No,Nigeria,Engineer,Bachelor,3908,"Art, Dancing, Sports, Gardening",Extrovert,Entertainment
39,Male,Large,Married,No,Nigeria,Doctor,Bachelor,3122,"Art, Music, Traveling",Ambivert,Entertainment
37,Male,Large,Married,No,India,Engineer,Bachelor,4604,"Reading, Cooking",Ambivert,Educational
23,Female,Medium,Single,Yes,Poland,Designer,Bachelor,4310,"Music, Traveling",Ambivert,Entertainment
31,Female,Small,Married,No,United States,Designer,PhD,3735,"Sports, Art, Cooking",Ambivert,Educational
44,Male,Medium,Single,Yes,Germany,Doctor,Bachelor,4313,"Music, Reading, Traveling, Sports",Ambivert,Educational
60,Female,Small,Married,Yes,Spain,Developer,Master,4101,"Photography, Sports",Ambivert,Educational
59,Female,Small,Married,Yes,Germany,Sales,PhD,2673,"Sports, Art",Ambivert,Educational
27,Male,Small,Divorced,Yes,Canada,Sales,Master,1587,"Art, Photography",Extrovert,Educational
50,Male,Large,Divorced,Yes,Brazil,Developer,Secondary,3704,"Gardening, Cooking, Music",Introvert,Entertainment
22,Female,Small,Single,No,India,Unemployed,Bachelor,3855,"Music, Traveling, Art",Extrovert,Entertainment
50,Male,Medium,Single,No,Brazil,Student,Secondary,4509,"Art, Dancing, Photography, Music",Extrovert,Entertainment
34,Male,Medium,Divorced,Yes,France,Doctor,Secondary,2076,"Sports, Music, Dancing",Introvert,Entertainment
39,Female,Medium,Single,No,United States,Student,Bachelor,2112,"Gaming, Gardening, Reading",Introvert,Educational
52,Female,Small,Single,Yes,Canada,Developer,Secondary,3752,"Cooking, Traveling, Gardening, Sports",Ambivert,Educational
38,Male,Large,Single,No,Germany,Doctor,Bachelor,3115,"Photography, Gaming, Dancing, Music",Introvert,Entertainment
56,Female,Medium,Married,No,France,Student,Master,937,"Gaming, Reading, Photography, Gardening",Introvert,Educational
43,Female,Medium,Married,Yes,Nigeria,Manager,Secondary,3650,"Traveling, Sports",Ambivert,Educational
65,Female,Medium,Widowed,Yes,France,Manager,Master,977,"Cooking, Photography",Ambivert,Educational
48,Male,Large,Single,Yes,Canada,Student,Master,2066,"Sports, Cooking",Introvert,Educational
32,Male,Large,Single,No,Canada,Developer,Master,4822,"Art, Sports, Gardening, Traveling",Extrovert,Educational
55,Female,Medium,Single,No,Spain,Doctor,Secondary,5390,"Traveling, Music, Gardening, Reading",Introvert,Educational
37,Female,Medium,Married,Yes,Japan,Engineer,Master,1741,"Dancing, Photography, Traveling, Gardening",Introvert,Educational
43,Male,Small,Single,Yes,Spain,Unemployed,Primary,2805,"Dancing, Art, Sports, Music",Introvert,Entertainment
24,Female,Small,Divorced,No,Nigeria,Artist,Master,3251,"Dancing, Traveling",Extrovert,Entertainment
23,Male,Small,Married,Yes,Poland,Doctor,Primary,5337,"Music, Reading, Cooking",Extrovert,Entertainment
45,Female,Small,Married,No,Nigeria,Engineer,Secondary,2609,"Cooking, Gardening, Art, Traveling",Introvert,Educational
26,Male,Small,Married,Yes,India,Student,Secondary,2628,"Gaming, Cooking, Traveling, Dancing",Ambivert,Entertainment
65,Male,Large,Married,No,Brazil,Developer,Bachelor,5058,"Photography, Gaming, Reading, Sports",Introvert,Educational
59,Male,Large,Married,Yes,Germany,Sales,Master,2750,"Traveling, Gardening, Photography, Gaming",Introvert,Educational
51,Female,Large,Single,No,Germany,Developer,Bachelor,4067,"Sports, Photography",Introvert,Educational
53,Female,Medium,Married,Yes,United States,Manager,Bachelor,1427,"Cooking, Sports, Music, Dancing",Extrovert,Entertainment
46,Male,Medium,Married,Yes,Nigeria,Student,Secondary,2995,"Photography, Dancing, Cooking",Ambivert,Entertainment
20,Female,Small,Married,No,Nigeria,Developer,PhD,1208,"Art, Gaming",Ambivert,Educational
36,Male,Medium,Single,No,Brazil,Designer,Bachelor,1933,"Reading, Gardening",Introvert,Educational
41,Male,Small,Widowed,No,Germany,Unemployed,Master,4207,"Gardening, Music",Extrovert,Educational
61,Female,Medium,Divorced,Yes,Brazil,Engineer,Master,3140,"Cooking, Photography",Extrovert,Educational
28,Female,Large,Married,Yes,Nigeria,Artist,Secondary,2817,"Sports, Photography, Music, Reading",Introvert,Entertainment
41,Male,Large,Widowed,No,Brazil,Unemployed,Secondary,2302,"Art, Photography",Ambivert,Educational
34,Male,Small,Married,No,Nigeria,Doctor,Bachelor,2935,"Art, Dancing, Cooking",Ambivert,Entertainment
24,Male,Medium,Single,Yes,Spain,Artist,Master,3561,"Music, Gardening",Extrovert,Entertainment
22,Female,Small,Married,No,Brazil,Doctor,Bachelor,4379,"Cooking, Music, Gardening",Ambivert,Entertainment
35,Female,Small,Single,No,Spain,Designer,Master,600,"Gaming, Reading, Art, Cooking",Introvert,Educational
21,Female,Small,Married,Yes,Japan,Unemployed,PhD,2202,"Gardening, Traveling",Ambivert,Educational
21,Female,Small,Married,Yes,Japan,Teacher,Secondary,3391,"Gaming, Sports, Reading, Dancing",Ambivert,Educational
34,Female,Medium,Single,No,France,Designer,Bachelor,3081,"Art, Dancing",Ambivert,Entertainment
27,Female,Medium,Single,No,India,Chef,Bachelor,3684,"Sports, Gaming, Art",Introvert,Entertainment
44,Male,Small,Married,Yes,Canada,Unemployed,Secondary,3521,"Art, Music, Cooking",Extrovert,Entertainment
18,Female,Large,Married,No,United States,Student,Master,2834,"Music, Gardening, Art",Extrovert,Entertainment
32,Male,Medium,Widowed,Yes,United States,Sales,Secondary,2568,"Art, Dancing, Gardening, Gaming",Ambivert,Entertainment
39,Male,Medium,Single,No,Poland,Engineer,Bachelor,2905,"Reading, Art, Photography",Ambivert,Educational
64,Female,Medium,Married,No,Spain,Chef,Bachelor,4578,"Traveling, Reading, Cooking",Ambivert,Educational
48,Male,Medium,Single,No,United States,Sales,Master,2322,"Music, Art, Photography, Traveling",Ambivert,Educational
60,Female,Medium,Single,Yes,United States,Sales,Bachelor,3125,"Traveling, Music, Reading, Sports",Introvert,Educational
34,Male,Medium,Married,Yes,India,Sales,Bachelor,3420,"Cooking, Photography, Sports, Traveling",Ambivert,Entertainment
39,Male,Large,Single,No,Nigeria,Designer,Secondary,5072,"Reading, Gaming, Music, Traveling",Ambivert,Educational
38,Female,Medium,Married,No,Poland,Artist,Master,2840,"Photography, Music, Art, Sports",Extrovert,Entertainment
60,Male,Medium,Single,No,Poland,Artist,Bachelor,4351,"Music, Sports",Introvert,Entertainment
64,Female,Small,Single,Yes,Brazil,Artist,Bachelor,4678,"Art, Music, Gaming",Ambivert,Entertainment
64,Male,Large,Married,Yes,France,Sales,Master,3123,"Art, Photography",Ambivert,Educational
54,Female,Medium,Single,Yes,India,Designer,Bachelor,2947,"Gaming, Sports",Extrovert,Educational
42,Female,Small,Single,Yes,France,Engineer,Secondary,2805,"Photography, Reading, Traveling, Gaming",Ambivert,Educational
43,Male,Large,Single,No,United States,Artist,Secondary,2893,"Art, Gaming, Reading",Introvert,Educational
65,Male,Medium,Single,Yes,United States,Chef,Bachelor,4225,"Art, Traveling, Sports",Ambivert,Educational
31,Female,Small,Married,No,Japan,Engineer,Secondary,3477,"Sports, Photography, Traveling, Music",Introvert,Entertainment
34,Male,Small,Single,No,Spain,Chef,Secondary,3482,"Reading, Traveling, Art",Ambivert,Educational
61,Male,Medium,Married,No,Nigeria,Chef,Secondary,1850,"Traveling, Dancing, Sports, Art",Ambivert,Entertainment
36,Female,Large,Married,Yes,France,Artist,Bachelor,2039,"Photography, Sports",Ambivert,Educational
29,Male,Medium,Married,Yes,Germany,Developer,Bachelor,5772,"Photography, Gaming, Music, Sports",Ambivert,Entertainment
44,Male,Small,Married,No,Japan,Sales,Bachelor,2987,"Sports, Gaming, Music",Introvert,Educational
33,Female,Medium,Married,Yes,Poland,Teacher,Bachelor,2270,"Photography, Cooking, Traveling",Ambivert,Educational
60,Male,Medium,Divorced,Yes,Brazil,Doctor,Bachelor,4917,"Dancing, Traveling, Photography",Extrovert,Entertainment
61,Male,Small,Single,Yes,Spain,Student,Secondary,3538,"Gaming, Photography, Cooking",Ambivert,Educational
32,Female,Large,Married,No,Germany,Unemployed,Master,3894,"Sports, Photography, Traveling, Dancing",Extrovert,Entertainment
43,Male,Small,Single,Yes,India,Unemployed,Bachelor,3034,"Traveling, Dancing, Photography, Cooking",Ambivert,Entertainment
65,Male,Large,Married,Yes,France,Doctor,Master,2818,"Reading, Art, Dancing, Cooking",Ambivert,Educational
53,Male,Large,Married,Yes,Canada,Student,Bachelor,2996,"Traveling, Gaming, Art",Ambivert,Entertainment
28,Male,Small,Single,No,France,Developer,Secondary,1541,"Gardening, Dancing, Cooking, Music",Extrovert,Entertainment
46,Female,Medium,Single,Yes,Japan,Sales,Bachelor,3094,"Photography, Gaming, Dancing",Introvert,Entertainment
47,Female,Large,Single,Yes,Spain,Artist,Secondary,3555,"Music, Traveling, Reading, Gardening",Introvert,Educational
49,Female,Medium,Single,No,Canada,Teacher,PhD,5421,"Photography, Gardening, Cooking, Sports",Introvert,Educational
19,Female,Medium,Married,Yes,Japan,Artist,Bachelor,3303,"Art, Music, Gaming, Dancing",Ambivert,Entertainment
32,Male,Small,Single,No,India,Doctor,Secondary,600,"Traveling, Music, Photography, Gaming",Ambivert,Entertainment
59,Male,Small,Married,Yes,France,Chef,Bachelor,3087,"Gaming, Dancing, Art",Ambivert,Entertainment
29,Female,Medium,Divorced,No,Germany,Student,Bachelor,6487,"Art, Cooking, Music",Introvert,Entertainment
32,Male,Small,Single,No,United States,Student,Secondary,4240,"Sports, Photography, Reading",Ambivert,Educational
33,Male,Small,Single,No,Germany,Unemployed,Secondary,2227,"Cooking, Sports",Introvert,Entertainment
26,Female,Medium,Single,No,Spain,Doctor,Master,3909,"Photography, Sports, Reading",Extrovert,Educational
25,Female,Small,Divorced,No,Japan,Chef,Secondary,2310,"Dancing, Gaming, Cooking",Introvert,Entertainment
34,Female,Large,Single,No,India,Unemployed,Secondary,1575,"Gaming, Dancing",Ambivert,Entertainment
59,Male,Large,Single,No,Japan,Sales,Secondary,2782,"Dancing, Photography, Traveling",Ambivert,Entertainment
18,Female,Large,Widowed,Yes,Brazil,Developer,Bachelor,3310,"Dancing, Music, Reading, Art",Ambivert,Entertainment
31,Male,Small,Married,No,Brazil,Manager,Bachelor,953,"Music, Reading",Ambivert,Educational
20,Female,Medium,Single,No,Canada,Unemployed,Bachelor,1821,"Photography, Cooking",Extrovert,Entertainment
44,Female,Large,Divorced,No,Brazil,Designer,PhD,3212,"Art, Traveling, Cooking",Ambivert,Educational
30,Female,Medium,Divorced,No,India,Developer,Secondary,2710,"Sports, Dancing, Traveling, Photography",Ambivert,Entertainment
56,Female,Medium,Married,No,United States,Engineer,Secondary,3674,"Gardening, Music",Introvert,Educational
46,Female,Medium,Single,Yes,Spain,Student,Secondary,1742,"Gaming, Gardening",Ambivert,Educational
55,Male,Medium,Married,No,France,Sales,Bachelor,4057,"Gaming, Photography, Gardening",Ambivert,Educational
48,Female,Small,Single,No,India,Student,Secondary,1779,"Reading, Music, Cooking, Photography",Extrovert,Educational
39,Female,Medium,Married,No,Japan,Designer,Bachelor,5171,"Cooking, Dancing, Gardening",Ambivert,Entertainment
59,Female,Small,Single,No,Japan,Sales,Master,1141,"Gaming, Music, Art",Ambivert,Entertainment
40,Male,Large,Married,Yes,India,Chef,Secondary,1889,"Gaming, Reading, Music, Traveling",Extrovert,Educational
63,Female,Medium,Married,Yes,Germany,Teacher,Master,3701,"Sports, Gardening, Music",Introvert,Educational
65,Male,Small,Divorced,No,Nigeria,Manager,Master,5197,"Music, Gaming, Sports, Art",Ambivert,Educational
46,Male,Medium,Married,No,India,Engineer,Bachelor,3578,"Gardening, Sports, Dancing",Ambivert,Entertainment
50,Female,Medium,Single,Yes,France,Chef,Master,3875,"Reading, Art, Gaming, Gardening",Introvert,Educational
30,Male,Small,Single,No,Brazil,Artist,Bachelor,3221,"Photography, Music, Sports",Introvert,Entertainment
57,Male,Large,Married,No,Nigeria,Doctor,Secondary,1968,"Reading, Sports",Ambivert,Educational
50,Female,Medium,Single,Yes,Poland,Chef,Bachelor,2612,"Cooking, Dancing",Introvert,Entertainment
61,Male,Medium,Single,Yes,France,Teacher,Secondary,1746,"Dancing, Gardening, Cooking, Reading",Extrovert,Educational
30,Female,Large,Married,No,Poland,Teacher,Bachelor,1666,"Gaming, Sports",Ambivert,Entertainment
55,Male,Medium,Single,Yes,France,Doctor,Master,3682,"Gaming, Gardening, Sports, Art",Ambivert,Educational
40,Male,Medium,Single,No,Germany,Developer,Bachelor,1852,"Cooking, Dancing",Ambivert,Entertainment
26,Female,Small,Married,No,Nigeria,Artist,Secondary,3583,"Cooking, Music, Gardening, Photography",Introvert,Entertainment
